
> otp-site-1@1.3.0 start
> node server.js

✅ Supabase Admin Initialized
✅ Gemini API Key found

🚀 OTP SECURE SERVER V1.3.1 ONLINE
🔒 Security Headers: ENABLED
📦 Compression: ENABLED
🔑 Auth System: JWT ENABLED
📡 Local: http://localhost:3000

[2026-03-09T13:58:28.929Z] GET /archive.html - IP: 127.0.0.1
[2026-03-09T13:58:33.146Z] GET /archive.html - IP: 127.0.0.1
[2026-03-09T13:58:34.496Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T13:58:35.981Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T13:59:07.968Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T13:59:07.980Z] GET /styles.css?v=1773059413 - IP: 127.0.0.1
[2026-03-09T13:59:07.980Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T13:59:07.981Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T13:59:07.982Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T13:59:08.017Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T13:59:08.017Z] GET /site-init.js?v=1773018092 - IP: 127.0.0.1
[2026-03-09T13:59:08.088Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T13:59:12.713Z] GET /insight.html?slug=whats-elegant-about-eli3gant - IP: 127.0.0.1
[2026-03-09T13:59:12.883Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T13:59:18.313Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T13:59:19.848Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T13:59:22.930Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T13:59:23.142Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:00:54.766Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:00:58.348Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:02:24.066Z] GET /archive.html - IP: 127.0.0.1
[2026-03-09T14:02:26.083Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:07:05.556Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:07:13.687Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:07:13.970Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:07:18.355Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:07:20.120Z] GET /insight.html?slug=whats-elegant-about-eli3gant - IP: 127.0.0.1
[2026-03-09T14:07:20.284Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:07:42.553Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:07:51.769Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:07:51.778Z] GET /styles.css?v=1773059413 - IP: 127.0.0.1
[2026-03-09T14:07:51.778Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T14:07:51.779Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:07:51.779Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T14:07:51.820Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:07:51.821Z] GET /site-init.js?v=1773018092 - IP: 127.0.0.1
[2026-03-09T14:07:51.976Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:07:53.971Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:07:54.138Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:07:56.574Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:10:50.193Z] GET /insight.html?slug=whats-elegant-about-eli3gant - IP: 127.0.0.1
[2026-03-09T14:10:50.583Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:13:48.138Z] GET /insight.html?slug=whats-elegant-about-eli3gant - IP: 127.0.0.1
[2026-03-09T14:13:48.149Z] GET /styles.css?v=1773059415 - IP: 127.0.0.1
[2026-03-09T14:13:48.149Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T14:13:48.150Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T14:13:48.151Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:13:48.152Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:13:48.167Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:13:48.352Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:13:48.536Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:13:54.737Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:13:54.768Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:13:56.638Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:14:08.554Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:14:08.732Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:14:16.473Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:14:16.484Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:14:20.105Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:14:55.037Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:16:12.556Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:16:12.577Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:16:12.578Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:16:12.578Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:16:12.592Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:16:12.594Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:16:12.610Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:16:12.662Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:16:12.662Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:16:12.663Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:16:12.669Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:16:13.000Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:16:13.940Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:16:23.039Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:16:23.049Z] GET /styles.css?v=1773059413 - IP: 127.0.0.1
[2026-03-09T14:16:23.049Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T14:16:23.050Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:16:23.052Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T14:16:23.088Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:16:23.089Z] GET /site-init.js?v=1773018092 - IP: 127.0.0.1
[2026-03-09T14:16:23.156Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:16:56.689Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:16:57.009Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:22:38.116Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:22:38.130Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:22:38.146Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:22:40.247Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:23:35.283Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:23:35.292Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:23:38.465Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:23:43.498Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:25:35.332Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:25:35.351Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:25:35.352Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:25:35.353Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:25:35.369Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:25:35.372Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:25:35.386Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:25:35.417Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:25:35.418Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:25:35.419Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:25:35.429Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:25:35.674Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:25:36.715Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:25:38.915Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:25:39.122Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:25:46.655Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:25:48.180Z] GET /insight.html?slug=whats-elegant-about-eli3gant - IP: 127.0.0.1
[2026-03-09T14:25:48.357Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:25:55.480Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:25:57.214Z] GET /insight.html?slug=spooky-luh-ooky - IP: 127.0.0.1
[2026-03-09T14:25:57.380Z] POST /api/analytics/view - IP: 127.0.0.1
[2026-03-09T14:26:06.548Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:26:14.363Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:26:14.371Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:29:52.569Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T14:29:55.365Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:29:55.412Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:32:19.800Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:32:19.816Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:32:19.816Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:32:19.819Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:32:19.832Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:32:19.835Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:32:19.855Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:32:19.901Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:32:19.902Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:32:19.902Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:32:19.910Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:32:20.286Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:34:32.037Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:34:32.058Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:34:32.059Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:34:32.061Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:34:32.062Z] GET /assets/eli3gant_profile.jpg - IP: 127.0.0.1
[2026-03-09T14:34:32.094Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:34:32.098Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:34:32.101Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:34:32.119Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:34:32.120Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:34:32.120Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:34:32.139Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:34:32.501Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:37:44.025Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:37:44.043Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:37:44.043Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:37:44.045Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:37:44.047Z] GET /assets/eli3gant_profile.jpg - IP: 127.0.0.1
[2026-03-09T14:37:44.075Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:37:44.079Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:37:44.085Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:37:44.108Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:37:44.108Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:37:44.108Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:37:44.120Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:37:44.767Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:40:10.862Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:41:17.134Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:41:17.146Z] GET /styles.css?v=1773059413 - IP: 127.0.0.1
[2026-03-09T14:41:17.146Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T14:41:17.147Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:41:17.148Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T14:41:17.195Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:41:17.195Z] GET /site-init.js?v=1773018092 - IP: 127.0.0.1
[2026-03-09T14:41:17.294Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:41:21.508Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:41:21.517Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:43:47.006Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:43:49.955Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:45:59.390Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:45:59.406Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:45:59.406Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:45:59.407Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:45:59.422Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:45:59.424Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:45:59.445Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:45:59.463Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:45:59.464Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:45:59.464Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:45:59.477Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:45:59.722Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:48:24.111Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:48:24.131Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:48:24.132Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:48:24.132Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:48:24.160Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:48:24.163Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:48:24.165Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:48:24.199Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:48:24.200Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:48:24.200Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:48:24.206Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:48:24.447Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:51:04.902Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:52:59.924Z] GET /insights.html - IP: 127.0.0.1
[2026-03-09T14:52:59.935Z] GET /blog-enhancements.css - IP: 127.0.0.1
[2026-03-09T14:52:59.936Z] GET /styles.css?v=1773059413 - IP: 127.0.0.1
[2026-03-09T14:52:59.937Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:52:59.938Z] GET /site-config.js - IP: 127.0.0.1
[2026-03-09T14:52:59.983Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:52:59.983Z] GET /site-init.js?v=1773018092 - IP: 127.0.0.1
[2026-03-09T14:53:00.216Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:53:01.847Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:53:01.855Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:54:22.437Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:54:22.456Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:54:22.456Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:54:22.457Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:54:22.467Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:54:22.469Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:54:22.490Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:54:22.521Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:54:22.521Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:54:22.521Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:54:22.526Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:54:22.879Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:56:21.827Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:56:21.845Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:56:21.845Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:56:21.846Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:56:21.858Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:56:21.869Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:56:21.874Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:56:21.893Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:56:21.894Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:56:21.894Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:56:21.906Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:56:22.243Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:56:41.906Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:56:41.921Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:56:41.922Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:56:41.924Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:56:41.933Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:56:41.936Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:56:41.954Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:56:41.988Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:56:41.988Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:56:41.988Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:56:41.990Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:56:42.351Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:57:42.916Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:57:42.932Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:57:42.933Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:57:42.933Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:57:42.946Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:57:42.949Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:57:42.968Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:57:42.994Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:57:42.995Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:57:42.995Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:57:43.004Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:57:43.160Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:59:27.694Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:59:27.711Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:59:27.711Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:27.712Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:59:27.735Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:27.737Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:27.748Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:59:27.771Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:59:27.772Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:59:27.772Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:59:27.783Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:28.461Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:59:33.397Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:59:33.415Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:59:33.416Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:33.416Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:59:33.438Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:33.441Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:33.455Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:59:33.465Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:59:33.466Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:59:33.466Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:59:33.467Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:33.630Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T14:59:47.282Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T14:59:47.301Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T14:59:47.302Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:47.303Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T14:59:47.319Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:47.322Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T14:59:47.341Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T14:59:47.341Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T14:59:47.342Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T14:59:47.343Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T14:59:47.354Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T14:59:47.509Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T15:00:04.378Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T15:00:04.393Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T15:00:04.393Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:00:04.394Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T15:00:04.410Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:00:04.412Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:00:04.434Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T15:00:04.435Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T15:00:04.435Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T15:00:04.437Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:00:04.459Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T15:00:05.120Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T15:00:20.061Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T15:00:20.075Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T15:00:20.075Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:00:20.077Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T15:00:20.090Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:00:20.092Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:00:20.109Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T15:00:20.123Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T15:00:20.124Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T15:00:20.124Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T15:00:20.136Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:00:20.340Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T15:01:19.561Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T15:01:19.574Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T15:01:19.574Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:01:19.575Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T15:01:19.599Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:01:19.601Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:01:19.621Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T15:01:19.664Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T15:01:19.665Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T15:01:19.665Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T15:01:19.682Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
